"","mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
"2711",2955,7,"X2 X3 X6 V1 V2 E1 R",0.236274534557654,0.206574099790451,0.140075865866213,29.5339164053997,4535.91454648413,4001.31016597906,4565.0425241496,314324324433.338,1742769054.00669,0.831612173481666,9338746.49849669
"3186",2956,7,"X4 X5 X6 V1 V2 E1 E2",0.236218278716823,0.206515656222478,0.0926807305409387,29.548761346987,4535.92839401057,4001.3228957099,4565.05637167604,314347477490.247,1742897425.97141,0.831673429841681,9339434.3884
"3106",2957,7,"X3 X5 X6 V1 V2 E2 O",0.236208231971385,0.206505218770272,0.136393341009154,29.5514125090171,4535.93086693663,4001.32516902388,4565.0588446021,314351612400.782,1742920351.95442,0.831684369631159,9339557.2388391
"3193",2958,7,"X4 X5 X6 V1 Z1 E1 R",0.236132199923208,0.206426229920222,0.100453492410247,29.5714760490386,4535.94958056284,4001.34237217086,4565.07755822831,314382904695.277,1743093851.86593,0.831767160083618,9340486.94991436
"3103",2959,7,"X3 X5 X6 V1 V2 E1 R",0.236045249349995,0.206335897935828,0.138054102379579,29.5944207986198,4535.97097926228,4001.36204380611,4565.09895692775,314418690696.165,1743292267.10162,0.831861839596672,9341550.17144865
"3125",2960,7,"X3 X5 X6 V2 E1 E2 O",0.235943717885174,0.206230418025153,0.133662621039017,29.6212131928368,4535.99596326437,4001.3850115701,4565.12394092984,314460477713.271,1743523954.93043,0.831972396080588,9342791.68643602
"2767",2961,7,"X2 X4 X5 X6 V1 Z1 E1",0.235811314777745,0.206092865907991,0.095918977837216,29.6561520785907,4536.02853891132,4001.41495863452,4565.15651657679,314514970484.795,1743826089.72719,0.832116568353122,9344410.6962921
"2663",2962,7,"X2 X3 X5 X6 Z1 E1 O",0.235782716237707,0.206063155202506,0.139569194192641,29.663698737748,4536.03557437917,4001.421426445,4565.16355204464,314526740704.834,1743891349.63121,0.832147708985608,9344760.39592597
"2644",2963,7,"X2 X3 X5 X6 V1 Z1 O",0.235760392200747,0.206039963008554,0.137936767433735,29.669589664268,4536.04106608649,4001.42647506478,4565.16904375196,314535928545.43,1743942291.55017,0.832172017381408,9345033.37166322
"3214",2964,7,"X4 X5 X6 Z1 E1 R O",0.235628687008082,0.205903135947285,0.105997969435601,29.7043443824093,4536.0734622652,4001.45625762496,4565.20143993067,314590134078.154,1744242833.75338,0.832315429702311,9346643.84749845
"3213",2965,7,"X4 X5 X6 Z1 E1 E2 O",0.235389822851195,0.205654982628741,0.0983247893510699,29.7673764943456,4536.13220262556,4001.51025988914,4565.26018029103,314688442721.956,1744787905.3525,0.832575526228699,9349564.65073165
"3104",2966,7,"X3 X5 X6 V1 V2 E1 O",0.235381299853787,0.205646128181434,0.136639225962224,29.769625565674,4536.13429822229,4001.51218647259,4565.26227588776,314691950507.834,1744807354.24716,0.832584806825876,9349668.8689564
"2717",2967,7,"X2 X3 X6 V1 Z1 E1 R",0.235221166375529,0.205479767290133,0.142641878763745,29.8118820157745,4536.17366678848,4001.5483801701,4565.30164445395,314757856189.457,1745172767.84543,0.83275917439109,9351626.96257385
"3192",2968,7,"X4 X5 X6 V1 Z1 E1 E2",0.23519780524907,0.205455497675423,0.0938319289689965,29.8180466122426,4536.17940939602,4001.55365970926,4565.30738706149,314767470862.038,1745226076.3314,0.832784612062124,9351912.61972134
"2636",2969,7,"X2 X3 X5 X6 V1 V2 Z1",0.235190655785722,0.205448070177389,0.138329266864584,29.8199332317336,4536.18116683453,4001.55527543484,4565.3091445,314770413346.397,1745242390.91569,0.832792397033325,9352000.04253075
"3204",2970,7,"X4 X5 X6 V2 Z1 E1 O",0.23502782972015,0.205278911987044,0.0963100644377893,29.8629002089688,4536.22118732131,4001.59206910359,4565.34916498678,314837427208.547,1745613948.81326,0.832969696526948,9353991.0607939
"2707",2971,7,"X2 X3 X6 V1 V2 Z1 E2",0.235002367476494,0.205252459545024,0.138895097159203,29.8696192538568,4536.2274448328,4001.5978221251,4565.35542249827,314847906631.975,1745672051.90436,0.832997422081151,9354302.41015901
"3109",2972,7,"X3 X5 X6 V1 Z1 E1 R",0.234913538178686,0.205160175774523,0.140540917536428,29.8930597663038,4536.24927357812,4001.61789110552,4565.37725124359,314884465854.218,1745874754.26052,0.833094147316542,9355388.60451995
"2652",2973,7,"X2 X3 X5 X6 V2 Z1 E2",0.234905715730726,0.205152049120254,0.135511571693672,29.8951239747722,4536.25119573042,4001.61965830748,4565.37917339589,314887685316.946,1745892604.54946,0.83310266509321,9355484.25650722
"2737",2974,7,"X2 X3 X6 Z1 E1 E2 O",0.234798955670208,0.205041137279605,0.139235920085236,29.9232961047918,4536.27742712645,4001.64377523585,4565.40540479192,314931624252.358,1746136223.67452,0.833218914936884,9356789.70615693
"3188",2975,7,"X4 X5 X6 V1 V2 E1 O",0.23471297220232,0.204951810010188,0.0938406871451386,29.9459856520358,4536.29855096567,4001.66319648413,4565.42652863114,314967012224.449,1746332432.04228,0.833312541379696,9357841.10203935
"2667",2976,7,"X2 X3 X5 X6 E1 E2 R",0.234675394728181,0.204912771189832,0.137088735084221,29.9559016963143,4536.30778200114,4001.67168354032,4565.43575966661,314982477878.938,1746418181.25718,0.833353459073759,9358300.59503902
"2720",2977,7,"X2 X3 X6 V1 Z1 E2 O",0.234611004883976,0.20484587729613,0.138145663326084,29.9728930604452,4536.32359853366,4001.68622539806,4565.45157619913,315008978624.554,1746565114.4589,0.833423572459671,9359087.94659311
"2648",2978,7,"X2 X3 X5 X6 V1 E2 R",0.234606905080701,0.204841618056061,0.136576083891448,29.9739749274876,4536.32460555226,4001.68715126253,4565.45258321773,315010665968.964,1746574469.92837,0.833428036689904,9359138.07851251
"2668",2979,7,"X2 X3 X5 X6 E1 E2 O",0.234450474412578,0.204679103973067,0.133693384249095,30.0152542701562,4536.3630249748,4001.72247477145,4565.49100264027,315075047695.518,1746931433.96825,0.833598372306304,9361050.89459668
"3240",2980,7,"X4 X6 V1 V2 Z1 E1 O",0.23440947131682,0.204636506312474,0.106952087011791,30.0260742766202,4536.37309404977,4001.731732541,4565.50107171524,315091923223.383,1747025000.21638,0.833643020121685,9361552.27570058
"3099",2981,7,"X3 X5 X6 V1 V2 Z1 E2",0.234191253906184,0.204409802669202,0.135829559685459,30.08365806999,4536.42667233488,4001.78099437418,4565.55465000035,315181734344.37,1747522957.35871,0.833880634635488,9364220.61291296
"3154",2982,7,"X3 X6 V1 V2 Z1 E1 E2",0.234161625985335,0.204379022551431,0.134871703648837,30.091476364906,4536.4339456148,4001.78768176666,4565.56192328027,315193928223.75,1747590566.23903,0.833912896149302,9364582.89969611
"2649",2983,7,"X2 X3 X5 X6 V1 E2 O",0.234123758821752,0.204339682775931,0.133468871696612,30.101468853209,4536.443241115,4001.79622850816,4565.57121878047,315209513104.902,1747676976.50534,0.833954129282982,9365045.93498474
"3185",2984,7,"X4 X5 X6 V1 V2 Z1 O",0.234033817722215,0.204246243966968,0.093641170338592,30.1252027508667,4536.46531770261,4001.81652692646,4565.59329536807,315246529908.23,1747882215.91669,0.834052065146921,9366145.72432839
"3129",2985,7,"X3 X5 X6 Z1 E1 E2 O",0.233985735433469,0.204196291811437,0.13563176321449,30.1378908336914,4536.47711872827,4001.82737749894,4565.60509639374,315266318999.483,1747991936.39697,0.83410442141689,9366733.66898389
"2706",2986,7,"X2 X3 X6 V1 V2 Z1 E1",0.233963855983213,0.204173561493671,0.138817704914435,30.143664441484,4536.48248844278,4001.83231475251,4565.61046610824,315275323862.79,1748041863.79962,0.834128245707168,9367001.20836643
"2651",2987,7,"X2 X3 X5 X6 V2 Z1 E1",0.233939358564587,0.204148111397654,0.135725522954152,30.1501288857655,4536.48850048424,4001.83784261325,4565.61647814971,315285406195.917,1748097765.22626,0.834154920674117,9367300.75996288
"3165",2988,7,"X3 X6 V1 Z1 E1 E2 O",0.233899293343669,0.204106488084812,0.135381921174218,30.1607014033106,4536.49833268833,4001.84688300493,4565.6263103538,315301895725.293,1748189191.30843,0.834198547248004,9367790.6728419
"2726",2989,7,"X2 X3 X6 V2 Z1 E1 E2",0.233817902704496,0.204021932254115,0.134714534660967,30.182178982642,4536.51830477199,4001.86524678426,4565.64628243746,315335393439.892,1748374919.15653,0.83428717261066,9368785.90814697
"3112",2990,7,"X3 X5 X6 V1 Z1 E2 O",0.233744721776925,0.203945905401583,0.13438659787015,30.2014901613401,4536.53626050005,4001.88175669283,4565.66423816552,315365512306.764,1748541913.00666,0.83436685850957,9369680.75604982
"2646",2991,7,"X2 X3 X5 X6 V1 E1 R",0.233643865980727,0.203841127435533,0.135640638899427,30.2281042583158,4536.5610037449,4001.90450775272,4565.68898141037,315407021240.85,1748772059.00609,0.834476679265431,9370914.00903957
"2647",2992,7,"X2 X3 X5 X6 V1 E1 O",0.233402740583127,0.203590624939137,0.133731390027312,30.2917330724931,4536.62014654117,4001.95888952802,4565.74812420664,315506260537.082,1749322290.60119,0.834739238031706,9373862.46246221
"2718",2993,7,"X2 X3 X6 V1 Z1 E1 O",0.233369019034005,0.203555591996438,0.139008033766273,30.3006316049754,4536.62841621828,4001.96649358459,4565.75639388374,315520139219.443,1749399240.86005,0.834775957051861,9374274.80565755
"2661",2994,7,"X2 X3 X5 X6 Z1 E1 E2",0.233137756969204,0.203315336406896,0.134647757247034,30.3616576565399,4536.68511978609,4002.01863373048,4565.81309745156,315615319091.76,1749926965.00719,0.835027775744644,9377102.65138957
"3114",2995,7,"X3 X5 X6 V1 E1 E2 R",0.233113214768381,0.203289839787151,0.13369173929052,30.3681339180671,4536.69113632944,4002.02416613337,4565.81911399491,315625419855.769,1749982968.62374,0.83505449947443,9377402.75057754
"3118",2996,7,"X3 X5 X6 V2 Z1 E1 E2",0.233081079881377,0.203256455210097,0.132162543460527,30.3766137579103,4536.69901393576,4002.0314098609,4565.82699160123,315638645520.101,1750056298.22862,0.835089490795834,9377795.69225234
"2638",2997,7,"X2 X3 X5 X6 V1 V2 E2",0.232975502352338,0.203146771888263,0.133538218365758,30.4044738383638,4536.72489308522,4002.05520676528,4565.85287075069,315682097764.385,1750297218.89807,0.83520445299412,9379086.68204416
"2642",2998,7,"X2 X3 X5 X6 V1 Z1 E2",0.23294203803291,0.203112006178634,0.134116918546115,30.4133044923873,4536.73309511115,4002.0627488996,4565.86107277662,315695870579.452,1750373582.17644,0.835240891919721,9379495.87986462
"3098",2999,7,"X3 X5 X6 V1 V2 Z1 E1",0.232797734678656,0.20296209102727,0.135547132905031,30.4513836470693,4536.76845942575,4002.09526824303,4565.89643709122,315755261101.821,1750702872.51906,0.835398022238797,9381260.40455999
"2722",3000,7,"X2 X3 X6 V1 E1 E2 R",0.232642009300717,0.202800309662411,0.135431852323025,30.4924768758798,4536.80661546562,4002.13035518764,4565.93459313109,315819352554.094,1751058227.13518,0.835567589872553,9383164.59643752
"2655",3001,7,"X2 X3 X5 X6 V2 E1 E2",0.232571995963713,0.202727573584524,0.130698675299756,30.5109521823157,4536.82376770366,4002.1461279357,4565.95174536913,315848167744.697,1751217992.76121,0.83564382661729,9384020.71140995
"2723",3002,7,"X2 X3 X6 V1 E1 E2 O",0.232336897515829,0.202483332419222,0.133525969858293,30.5729905888987,4536.88135191917,4002.19908157996,4566.00932958464,315944926546.321,1751754471.27103,0.835899822704986,9386895.4679898
"2637",3003,7,"X2 X3 X5 X6 V1 V2 E1",0.232283256382679,0.202427605242006,0.132513702973689,30.5871455544371,4536.89448812525,4002.21116160589,4566.02246579072,315967003475.404,1751876876.65242,0.83595823193886,9387551.38555055
"3182",3004,7,"X4 X5 X6 V1 V2 Z1 E1",0.232137340763016,0.202276015126023,0.0911082067021616,30.6256501580231,4536.93021683655,4002.24401793767,4566.05819450202,316027057553.276,1752209846.07396,0.836117117835827,9389335.62484053
"3194",3005,7,"X4 X5 X6 V1 Z1 E1 O",0.232072054343385,0.202208189790072,0.0942412262542445,30.6428781128731,4536.94620058701,4002.25871682449,4566.07417825248,316053927299.898,1752358825.19922,0.836188207492759,9390133.93961505
"3110",3006,7,"X3 X5 X6 V1 Z1 E1 O",0.231992764537351,0.202125816491582,0.135173300163842,30.6638013187422,4536.96561088991,4002.27656693162,4566.09358855538,316086560380.558,1752539759.0904,0.836274545281551,9391103.4861759
"3115",3007,7,"X3 X5 X6 V1 E1 E2 O",0.231839610619848,0.201966706588397,0.130138126450409,30.7042159837023,4537.0030976018,4002.31104082215,4566.13107526727,316149593504.151,1752889245.81044,0.83644131288061,9392976.23453318
